time,x_true,y_true,yaw_true,nkf_x,nkf_y,nkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,nkf_xy_error,nkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
0.582,0.6268,-1.41972,1.2435,0.640568,-1.38459,1.11068,0.640638,-1.38441,1.11068,0.640568,-1.38459,1.11068,0.0377384,0.132816,0.0379319,0.132816,0.0377394,0.132816
0.612,0.627428,-1.41815,1.2299,0.641405,-1.3829,1.10193,0.641482,-1.38271,1.10193,0.641406,-1.3829,1.10193,0.0379121,0.127972,0.0381191,0.127972,0.0379132,0.127972
0.632,0.628012,-1.4162,1.204,0.643383,-1.37903,1.08163,0.643475,-1.37881,1.08163,0.643384,-1.37902,1.08163,0.0402245,0.12237,0.0404632,0.12237,0.0402257,0.12237
0.695,0.629131,-1.41422,1.1871,0.646506,-1.37325,1.05098,0.646624,-1.37298,1.05098,0.646507,-1.37325,1.05098,0.0445033,0.136116,0.0447966,0.136116,0.0445049,0.136116
0.752,0.629271,-1.41377,1.1843,0.646633,-1.37303,1.04979,0.646752,-1.37276,1.04979,0.646634,-1.37303,1.04979,0.0442883,0.13451,0.0445841,0.13451,0.0442899,0.13451
0.766,0.629428,-1.41175,1.167,0.647398,-1.3717,1.04263,0.647525,-1.37141,1.04263,0.647399,-1.3717,1.04263,0.0438969,0.124374,0.044208,0.124374,0.0438987,0.124374
0.786,0.629507,-1.4113,1.1623,0.648173,-1.37038,1.03546,0.648307,-1.37008,1.03546,0.648173,-1.37037,1.03546,0.0449751,0.126838,0.0453016,0.126838,0.0449769,0.126838
0.796,0.630506,-1.4097,1.1478,0.649915,-1.36745,1.01954,0.650067,-1.36712,1.01954,0.649916,-1.36745,1.01954,0.0464913,0.128258,0.0468523,0.128258,0.0464934,0.128258
0.848,0.631661,-1.40748,1.1289,0.652161,-1.36384,0.999642,0.652337,-1.36347,0.999642,0.652162,-1.36384,0.999642,0.0482166,0.129258,0.0486236,0.129258,0.0482191,0.129258
0.881,0.632383,-1.40494,1.1058,0.654321,-1.36048,0.980936,0.654522,-1.36007,0.980936,0.654322,-1.36047,0.980936,0.0495857,0.124864,0.0500381,0.124864,0.0495884,0.124864
0.939,0.632719,-1.40446,1.1025,0.656505,-1.35724,0.962628,0.656734,-1.35679,0.962628,0.656506,-1.35723,0.962628,0.0528714,0.139872,0.0533727,0.139872,0.0528745,0.139872
1,0.634749,-1.39958,1.064,0.659245,-1.35335,0.94034,0.65951,-1.35286,0.94034,0.659247,-1.35335,0.94034,0.0523195,0.12366,0.0528838,0.12366,0.052323,0.12366
1.041,0.634992,-1.3992,1.06,0.659996,-1.35233,0.93437,0.660272,-1.35181,0.93437,0.659998,-1.35232,0.93437,0.0531273,0.12563,0.0537092,0.12563,0.0531309,0.12563
1.051,0.636171,-1.39779,1.0444,0.66217,-1.3494,0.917256,0.662476,-1.34885,0.917256,0.662172,-1.3494,0.917256,0.05493,0.127144,0.0555624,0.127144,0.0549339,0.127144
1.112,0.636222,-1.3975,1.0409,0.664345,-1.34658,0.90054,0.664684,-1.34599,0.90054,0.664348,-1.34658,0.90054,0.0581675,0.14036,0.0588522,0.14036,0.0581717,0.14036
1.163,0.63607,-1.39597,1.0189,0.667319,-1.34289,0.878252,0.667703,-1.34223,0.878252,0.667321,-1.34288,0.878252,0.0615997,0.140648,0.0623562,0.140648,0.0616043,0.140648
1.194,0.637607,-1.39439,1.0061,0.668457,-1.34152,0.869894,0.668859,-1.34085,0.869894,0.668459,-1.34152,0.869894,0.0612083,0.136206,0.0619924,0.136206,0.0612131,0.136206
1.207,0.63803,-1.39377,1.0018,0.668839,-1.34107,0.867108,0.669247,-1.34039,0.867108,0.668841,-1.34106,0.867108,0.0610453,0.134692,0.0618387,0.134692,0.0610501,0.134692
1.224,0.640069,-1.39027,0.9766,0.672468,-1.33682,0.84084,0.672934,-1.33607,0.84084,0.672471,-1.33682,0.84084,0.0625046,0.13576,0.0633857,0.13576,0.0625098,0.13576
1.285,0.642196,-1.3882,0.9526,0.67451,-1.33455,0.83885,0.675012,-1.33376,0.83885,0.674513,-1.33454,0.83885,0.0626344,0.11375,0.0635682,0.11375,0.0626399,0.11375
1.346,0.642971,-1.38609,0.9287,0.676885,-1.3319,0.83885,0.67743,-1.33107,0.83885,0.676888,-1.3319,0.83885,0.0639258,0.08985,0.0649242,0.08985,0.0639316,0.08985
1.396,0.646194,-1.38246,0.9072,0.678994,-1.32956,0.83885,0.679579,-1.32867,0.83885,0.678997,-1.32955,0.83885,0.0622461,0.06835,0.0633036,0.06835,0.0622521,0.06835
1.447,0.646343,-1.38198,0.9024,0.680487,-1.32789,0.83885,0.681101,-1.32698,0.83885,0.68049,-1.32789,0.83885,0.0639625,0.06355,0.0650636,0.06355,0.0639688,0.06355
1.477,0.646651,-1.38067,0.8852,0.681453,-1.32682,0.83885,0.682087,-1.32588,0.83885,0.681456,-1.32681,0.83885,0.0641217,0.04635,0.0652515,0.04635,0.0641281,0.04635
1.498,0.648112,-1.37954,0.8707,0.683823,-1.32418,0.83885,0.684505,-1.32319,0.83885,0.683827,-1.32417,0.83885,0.0658813,0.03185,0.0670815,0.03185,0.0658879,0.03185
1.558,0.649281,-1.37735,0.8563,0.68606,-1.32169,0.83885,0.686788,-1.32065,0.83885,0.686064,-1.32168,0.83885,0.0667159,0.01745,0.0679859,0.01745,0.0667228,0.01745
1.599,0.649476,-1.37704,0.8549,0.687638,-1.31993,0.83885,0.6884,-1.31886,0.83885,0.687642,-1.31993,0.83885,0.0686825,0.01605,0.070003,0.01605,0.0686896,0.01605
1.624,0.649697,-1.37679,0.854,0.687725,-1.31984,0.83885,0.68849,-1.31876,0.83885,0.687729,-1.31983,0.83885,0.0684857,0.01515,0.069809,0.01515,0.0684928,0.01515
1.639,0.65093,-1.37597,0.8527,0.688689,-1.31876,0.83885,0.689475,-1.31766,0.83885,0.688693,-1.31876,0.83885,0.068543,0.01385,0.0698974,0.01385,0.0685503,0.01385
1.66,0.651226,-1.37567,0.852,0.690529,-1.31672,0.83885,0.691355,-1.31557,0.83885,0.690534,-1.31671,0.83885,0.0708575,0.01315,0.0722721,0.01315,0.0708649,0.01315
1.69,0.652413,-1.37383,0.8453,0.690924,-1.31628,0.83885,0.691758,-1.31512,0.83885,0.690928,-1.31627,0.83885,0.0692494,0.00645004,0.0706772,0.00645004,0.0692569,0.00645004
1.71,0.652747,-1.37319,0.8435,0.692412,-1.31462,0.83885,0.693281,-1.31342,0.83885,0.692417,-1.31461,0.83885,0.070734,0.00465004,0.0722118,0.00465004,0.0707416,0.00465004
1.741,0.654513,-1.37055,0.8403,0.693375,-1.31355,0.83885,0.694266,-1.31233,0.83885,0.69338,-1.31354,0.83885,0.0689896,0.00145004,0.0705003,0.00145004,0.0689973,0.00145004
1.771,0.657697,-1.36775,0.8448,0.695695,-1.31097,0.83885,0.696639,-1.30968,0.83885,0.6957,-1.31096,0.83885,0.0683218,0.00595004,0.0699112,0.00595004,0.0683297,0.00595004
1.822,0.658232,-1.36743,0.8449,0.697226,-1.30926,0.83885,0.698206,-1.30794,0.83885,0.697231,-1.30926,0.83885,0.0700296,0.00605004,0.0716732,0.00605004,0.0700378,0.00605004
1.852,0.659819,-1.36582,0.8411,0.698144,-1.30824,0.83885,0.699147,-1.30689,0.83885,0.698149,-1.30823,0.83885,0.0691662,0.00225004,0.0708422,0.00225004,0.0691744,0.00225004
1.864,0.66015,-1.36527,0.8398,0.698275,-1.30809,0.83885,0.699281,-1.30674,0.83885,0.69828,-1.30809,0.83885,0.0687242,0.000950038,0.070405,0.000950038,0.0687324,0.000950038
1.883,0.661994,-1.36218,0.8356,0.700636,-1.30547,0.83885,0.701699,-1.30405,0.83885,0.700641,-1.30546,0.83885,0.0686305,0.00324996,0.0703971,0.00324996,0.068639,0.00324996
1.933,0.662383,-1.36166,0.8359,0.702034,-1.30391,0.83885,0.703132,-1.30246,0.83885,0.702039,-1.3039,0.83885,0.0700543,0.00294996,0.0718731,0.00294996,0.0700629,0.00294996
1.964,0.664979,-1.35996,0.8407,0.703038,-1.30279,0.83885,0.704162,-1.30131,0.83885,0.703043,-1.30279,0.83885,0.0686814,0.00185004,0.0705365,0.00185004,0.06869,0.00185004
1.994,0.665544,-1.35973,0.8425,0.704916,-1.3007,0.83885,0.706087,-1.29917,0.83885,0.704921,-1.3007,0.83885,0.0709523,0.00365004,0.0728786,0.00365004,0.0709612,0.00365004
2.025,0.667602,-1.3576,0.8436,0.705396,-1.30017,0.83885,0.70658,-1.29862,0.83885,0.705401,-1.30016,0.83885,0.0687491,0.00475004,0.070693,0.00475004,0.068758,0.00475004
2.055,0.669273,-1.35406,0.8336,0.706836,-1.29857,0.83885,0.708057,-1.29698,0.83885,0.706841,-1.29856,0.83885,0.0670079,0.00524996,0.0690091,0.00524996,0.067017,0.00524996
2.083,0.669694,-1.35362,0.833,0.707141,-1.29823,0.83885,0.708371,-1.29663,0.83885,0.707147,-1.29822,0.83885,0.0668661,0.00584996,0.0688792,0.00584996,0.0668752,0.00584996
2.106,0.672415,-1.35256,0.8394,0.709409,-1.2957,0.83885,0.710699,-1.29404,0.83885,0.709415,-1.29569,0.83885,0.0678333,0.000550038,0.0699331,0.000550038,0.0678426,0.000550038
2.156,0.675176,-1.34921,0.8397,0.71294,-1.29177,0.83885,0.714326,-1.29,0.83885,0.712945,-1.29176,0.83885,0.0687439,0.000850038,0.0709875,0.000850038,0.0687536,0.000850038
2.237,0.677441,-1.34593,0.8312,0.71494,-1.28955,0.83885,0.716386,-1.28771,0.83885,0.714946,-1.28954,0.83885,0.0677125,0.00764996,0.0700453,0.00764996,0.0677225,0.00764996
2.288,0.680666,-1.34425,0.8375,0.717417,-1.28679,0.83885,0.718938,-1.28486,0.83885,0.717423,-1.28678,0.83885,0.06821,0.00134996,0.0706503,0.00134996,0.0682203,0.00134996
2.338,0.682719,-1.34116,0.836,0.719154,-1.28485,0.83885,0.720729,-1.28287,0.83885,0.71916,-1.28485,0.83885,0.0670693,0.00284996,0.0695908,0.00284996,0.0670798,0.00284996
2.379,0.683127,-1.34036,0.8347,0.720847,-1.28297,0.83885,0.722476,-1.28093,0.83885,0.720853,-1.28296,0.83885,0.0686749,0.00414996,0.0712774,0.00414996,0.0686857,0.00414996
2.43,0.685569,-1.33739,0.8311,0.723233,-1.28031,0.83885,0.724939,-1.27819,0.83885,0.723239,-1.28031,0.83885,0.0683827,0.00774996,0.0710993,0.00774996,0.0683938,0.00774996
2.47,0.687231,-1.33664,0.8345,0.72384,-1.27964,0.83885,0.725565,-1.27749,0.83885,0.723847,-1.27963,0.83885,0.0677439,0.00434996,0.0704867,0.00434996,0.0677552,0.00434996
2.48,0.687562,-1.33649,0.8351,0.72449,-1.27892,0.83885,0.726237,-1.27674,0.83885,0.724497,-1.27891,0.83885,0.0683995,0.00374996,0.0711737,0.00374996,0.0684108,0.00374996
2.501,0.689451,-1.33417,0.8358,0.726267,-1.27694,0.83885,0.728073,-1.2747,0.83885,0.726274,-1.27693,0.83885,0.0680488,0.00304996,0.0709098,0.00304996,0.0680604,0.00304996
2.541,0.689919,-1.33337,0.8349,0.727177,-1.27592,0.83885,0.729013,-1.27365,0.83885,0.727184,-1.27591,0.83885,0.0684741,0.00394996,0.0713811,0.00394996,0.0684858,0.00394996
2.561,0.692637,-1.32967,0.8307,0.72878,-1.27414,0.83885,0.73067,-1.27181,0.83885,0.728788,-1.27413,0.83885,0.0662545,0.00814996,0.0692415,0.00814996,0.0662665,0.00814996
2.602,0.693204,-1.32916,0.8309,0.730599,-1.27212,0.83885,0.732551,-1.26971,0.83885,0.730607,-1.27211,0.83885,0.0682068,0.00794996,0.0712863,0.00794996,0.0682191,0.00794996
2.642,0.696016,-1.32729,0.8354,0.73246,-1.27004,0.83885,0.734476,-1.26757,0.83885,0.732468,-1.27003,0.83885,0.0678633,0.00344996,0.0710333,0.00344996,0.0678759,0.00344996
2.693,0.698597,-1.32411,0.8369,0.733758,-1.2686,0.83885,0.735819,-1.26608,0.83885,0.733766,-1.26859,0.83885,0.0657117,0.00194996,0.0689481,0.00194996,0.0657246,0.00194996
2.723,0.698941,-1.32338,0.8356,0.735445,-1.26672,0.83885,0.737566,-1.26413,0.83885,0.735453,-1.26671,0.83885,0.067403,0.00324996,0.07073,0.00324996,0.0674162,0.00324996
2.754,0.7006,-1.32103,0.8313,0.737261,-1.2647,0.83885,0.739446,-1.26204,0.83885,0.737269,-1.26469,0.83885,0.0672069,0.00754996,0.0706313,0.00754996,0.0672205,0.00754996
2.804,0.703905,-1.31942,0.8382,0.73873,-1.26306,0.83885,0.740969,-1.26034,0.83885,0.738739,-1.26305,0.83885,0.0662444,0.000649962,0.0697377,0.000649962,0.0662582,0.000649962
2.825,0.704468,-1.31899,0.8399,0.740372,-1.26124,0.83885,0.74267,-1.25845,0.83885,0.740381,-1.26123,0.83885,0.0680004,0.00105004,0.0715828,0.00105004,0.0680145,0.00105004
2.865,0.706668,-1.31539,0.8379,0.7421,-1.25931,0.83885,0.744461,-1.25646,0.83885,0.742109,-1.2593,0.83885,0.06633,0.000949962,0.0700096,0.000949962,0.0663444,0.000949962
2.906,0.709176,-1.31226,0.834,0.744172,-1.25701,0.83885,0.746611,-1.25406,0.83885,0.744181,-1.257,0.83885,0.0654036,0.00484996,0.0691982,0.00484996,0.0654186,0.00484996
2.944,0.709828,-1.3119,0.8352,0.744301,-1.25686,0.83885,0.746745,-1.25391,0.83885,0.74431,-1.25685,0.83885,0.0649424,0.00364996,0.0687419,0.00364996,0.0649574,0.00364996
2.956,0.712682,-1.31025,0.8406,0.746932,-1.25394,0.83885,0.749477,-1.25087,0.83885,0.746942,-1.25392,0.83885,0.0659139,0.00175004,0.0698548,0.00175004,0.0659295,0.00175004
3.008,0.713076,-1.30982,0.8409,0.747018,-1.25384,0.83885,0.749566,-1.25077,0.83885,0.747028,-1.25383,0.83885,0.0654693,0.00205004,0.0694145,0.00205004,0.0654849,0.00205004
3.058,0.71467,-1.30686,0.8374,0.748181,-1.25255,0.83885,0.750775,-1.24943,0.83885,0.748191,-1.25253,0.83885,0.0638184,0.00144996,0.0678358,0.00144996,0.0638343,0.00144996
3.078,0.715035,-1.30624,0.8365,0.748913,-1.25173,0.83885,0.751536,-1.24858,0.83885,0.748923,-1.25172,0.83885,0.0641778,0.00234996,0.0682401,0.00234996,0.0641939,0.00234996
3.098,0.717113,-1.30415,0.8356,0.749946,-1.25058,0.83885,0.752611,-1.24739,0.83885,0.749957,-1.25057,0.83885,0.0628302,0.00324996,0.0669502,0.00324996,0.0628466,0.00324996
3.139,0.717625,-1.30388,0.8364,0.751797,-1.24852,0.83885,0.754536,-1.24524,0.83885,0.751808,-1.24851,0.83885,0.0650532,0.00244996,0.0692853,0.00244996,0.0650701,0.00244996
3.19,0.720352,-1.30201,0.8406,0.753647,-1.24646,0.83885,0.756462,-1.2431,0.83885,0.753658,-1.24645,0.83885,0.06476,0.00175004,0.0690957,0.00175004,0.0647775,0.00175004
3.21,0.722005,-1.29939,0.8384,0.754206,-1.24584,0.83885,0.757044,-1.24245,0.83885,0.754217,-1.24583,0.83885,0.0624895,0.000449962,0.06686,0.000449962,0.0625071,0.000449962
3.23,0.722364,-1.29868,0.8369,0.755152,-1.24479,0.83885,0.758029,-1.24135,0.83885,0.755163,-1.24477,0.83885,0.0630839,0.00194996,0.0675152,0.00194996,0.0631019,0.00194996
3.25,0.724405,-1.29593,0.8333,0.756571,-1.24321,0.83885,0.759507,-1.23971,0.83885,0.756582,-1.24319,0.83885,0.0617619,0.00554996,0.0662805,0.00554996,0.0617802,0.00554996
3.281,0.724984,-1.2956,0.8339,0.758462,-1.2411,0.83885,0.761477,-1.23752,0.83885,0.758474,-1.24109,0.83885,0.0639548,0.00494996,0.0685916,0.00494996,0.0639738,0.00494996
3.321,0.728306,-1.29375,0.8406,0.760008,-1.23938,0.83885,0.763089,-1.23572,0.83885,0.760021,-1.23937,0.83885,0.0629381,0.00175004,0.0676553,0.00175004,0.0629576,0.00175004
3.362,0.730142,-1.29025,0.8351,0.762541,-1.23656,0.83885,0.765731,-1.23278,0.83885,0.762555,-1.23655,0.83885,0.0627074,0.00374996,0.0675959,0.00374996,0.0627279,0.00374996
3.422,0.732957,-1.28751,0.8358,0.7652,-1.2336,0.83885,0.768507,-1.22969,0.83885,0.765214,-1.23359,0.83885,0.0628124,0.00304996,0.0678715,0.00304996,0.0628339,0.00304996
3.474,0.733527,-1.2873,0.8374,0.765328,-1.23346,0.83885,0.768641,-1.22954,0.83885,0.765342,-1.23344,0.83885,0.0625276,0.00144996,0.067591,0.00144996,0.0625491,0.00144996
3.483,0.73663,-1.28473,0.8383,0.767383,-1.23117,0.83885,0.770791,-1.22715,0.83885,0.767398,-1.23116,0.83885,0.0617587,0.000549962,0.06695,0.000549962,0.061781,0.000549962
3.544,0.73828,-1.2814,0.8337,0.770078,-1.22817,0.83885,0.773611,-1.22401,0.83885,0.770094,-1.22815,0.83885,0.0620059,0.00514996,0.0673974,0.00514996,0.0620295,0.00514996
3.604,0.740552,-1.27981,0.8353,0.772599,-1.22537,0.83885,0.776253,-1.22107,0.83885,0.772615,-1.22535,0.83885,0.0631766,0.00354996,0.0687404,0.00354996,0.0632013,0.00354996
3.647,0.741191,-1.27943,0.8364,0.772727,-1.22522,0.83885,0.776388,-1.22092,0.83885,0.772743,-1.22521,0.83885,0.0627089,0.00244996,0.0682774,0.00244996,0.0627336,0.00244996
3.665,0.744679,-1.27637,0.8389,0.775075,-1.22261,0.83885,0.77885,-1.21818,0.83885,0.775092,-1.22259,0.83885,0.0617585,5.0038e-05,0.0674842,5.0038e-05,0.0617844,5.0038e-05
3.726,0.745205,-1.27552,0.8382,0.776823,-1.22067,0.83885,0.780686,-1.21614,0.83885,0.776841,-1.22064,0.83885,0.0633108,0.000649962,0.069173,0.000649962,0.0633377,0.000649962
3.776,0.747244,-1.27147,0.8317,0.778912,-1.21834,0.83885,0.78288,-1.21369,0.83885,0.77893,-1.21832,0.83885,0.0618513,0.00714996,0.0678827,0.00714996,0.0618794,0.00714996
3.807,0.749105,-1.27086,0.8361,0.779679,-1.21749,0.83885,0.783686,-1.2128,0.83885,0.779698,-1.21746,0.83885,0.0615116,0.00274996,0.067583,0.00274996,0.06154,0.00274996
3.817,0.749607,-1.27072,0.8377,0.781213,-1.21578,0.83885,0.785298,-1.211,0.83885,0.781232,-1.21576,0.83885,0.063381,0.00114996,0.0695685,0.00114996,0.0634103,0.00114996
3.858,0.751806,-1.26882,0.8416,0.781639,-1.21531,0.83885,0.785746,-1.2105,0.83885,0.781658,-1.21528,0.83885,0.0612681,0.00275004,0.0674733,0.00275004,0.0612976,0.00275004
3.868,0.752236,-1.26804,0.8404,0.783343,-1.21341,0.83885,0.787537,-1.20851,0.83885,0.783363,-1.21339,0.83885,0.0628693,0.00155004,0.0692127,0.00155004,0.0628999,0.00155004
3.939,0.754016,-1.26425,0.8326,0.785386,-1.21114,0.83885,0.789687,-1.20612,0.83885,0.785407,-1.21111,0.83885,0.0616843,0.00624996,0.0682013,0.00624996,0.0617163,0.00624996
3.959,0.756668,-1.26269,0.8377,0.787087,-1.20924,0.83885,0.791478,-1.20412,0.83885,0.787109,-1.20922,0.83885,0.0614971,0.00114996,0.0681279,0.00114996,0.0615301,0.00114996
3.999,0.759891,-1.2597,0.8376,0.789043,-1.20706,0.83885,0.793537,-1.20183,0.83885,0.789066,-1.20704,0.83885,0.0601684,0.00124996,0.0669376,0.00124996,0.0602027,0.00124996
4.05,0.761631,-1.2561,0.8327,0.79121,-1.20465,0.83885,0.795821,-1.19929,0.83885,0.791234,-1.20462,0.83885,0.059348,0.00614996,0.0663076,0.00614996,0.0593839,0.00614996
4.101,0.762006,-1.2557,0.8328,0.79223,-1.20352,0.83885,0.796896,-1.19809,0.83885,0.792254,-1.20349,0.83885,0.0603046,0.00604996,0.0673493,0.00604996,0.0603413,0.00604996
4.111,0.764246,-1.25443,0.8345,0.793843,-1.20172,0.83885,0.798597,-1.1962,0.83885,0.793868,-1.20169,0.83885,0.0604538,0.00434996,0.0676111,0.00434996,0.0604917,0.00434996
4.146,0.764859,-1.25413,0.8352,0.794268,-1.20125,0.83885,0.799045,-1.1957,0.83885,0.794293,-1.20122,0.83885,0.0605086,0.00364996,0.067695,0.00364996,0.0605468,0.00364996
4.172,0.767572,-1.25178,0.8373,0.796007,-1.19931,0.83885,0.800881,-1.19366,0.83885,0.796034,-1.19928,0.83885,0.0596756,0.00154996,0.0669881,0.00154996,0.0597151,0.00154996
4.212,0.7679,-1.25116,0.837,0.797789,-1.19733,0.83885,0.802762,-1.19156,0.83885,0.797816,-1.1973,0.83885,0.0615742,0.00184996,0.0690458,0.00184996,0.0616153,0.00184996
4.273,0.771783,-1.24628,0.8339,0.800502,-1.19431,0.83885,0.805627,-1.18838,0.83885,0.800531,-1.19428,0.83885,0.0593796,0.00494996,0.0670729,0.00494996,0.0594231,0.00494996
4.324,0.774895,-1.24393,0.8389,0.803478,-1.19102,0.820542,0.808773,-1.18489,0.820542,0.803508,-1.19098,0.820542,0.0601421,0.018358,0.0680684,0.018358,0.0601882,0.018358
4.374,0.776862,-1.24021,0.8321,0.806261,-1.18805,0.800642,0.811717,-1.18176,0.800642,0.806294,-1.18802,0.800642,0.0598713,0.031458,0.0680539,0.031458,0.0599203,0.031458
4.425,0.777185,-1.23965,0.8307,0.808134,-1.18613,0.787508,0.8137,-1.17973,0.787508,0.808168,-1.1861,0.787508,0.0618224,0.043192,0.0701731,0.043192,0.0618733,0.043192
4.455,0.779128,-1.23837,0.8336,0.810607,-1.18367,0.770394,0.816318,-1.17712,0.770394,0.810643,-1.18363,0.770394,0.0631114,0.063206,0.0716583,0.063206,0.0631648,0.063206
4.496,0.782243,-1.2363,0.8395,0.811833,-1.18248,0.762036,0.817617,-1.17586,0.762036,0.81187,-1.18244,0.762036,0.0614184,0.0774641,0.070033,0.0774641,0.0614728,0.0774641
4.526,0.782735,-1.23568,0.8392,0.814013,-1.18042,0.74731,0.819927,-1.17367,0.74731,0.814051,-1.18037,0.74731,0.0634994,0.09189,0.0723055,0.09189,0.0635562,0.09189
4.557,0.784142,-1.23236,0.8253,0.815385,-1.17915,0.738156,0.821381,-1.17233,0.738156,0.815424,-1.17911,0.738156,0.0616986,0.087144,0.0706375,0.087144,0.061757,0.087144
4.577,0.784336,-1.2318,0.8196,0.817671,-1.17709,0.723032,0.823805,-1.17014,0.723032,0.817713,-1.17704,0.723032,0.0640734,0.096568,0.0732134,0.096568,0.0641344,0.096568
4.638,0.786341,-1.23054,0.797,0.820737,-1.17441,0.709898,0.827056,-1.16731,0.709898,0.820781,-1.17437,0.709898,0.0658293,0.087102,0.0752092,0.087102,0.0658936,0.087102
4.688,0.788343,-1.22758,0.7661,0.824663,-1.17104,0.709898,0.831223,-1.16373,0.709898,0.824711,-1.17099,0.709898,0.0672017,0.056202,0.076916,0.056202,0.0672707,0.056202
4.759,0.790542,-1.22664,0.7514,0.826098,-1.16981,0.709898,0.832747,-1.16242,0.709898,0.826147,-1.16976,0.709898,0.0670368,0.041502,0.0768484,0.041502,0.0671073,0.041502
4.779,0.791211,-1.22632,0.7517,0.827819,-1.16833,0.709898,0.834577,-1.16085,0.709898,0.827869,-1.16828,0.709898,0.068579,0.041802,0.0785338,0.041802,0.0686515,0.041802
4.861,0.796499,-1.21995,0.7572,0.830971,-1.16562,0.709898,0.837931,-1.15796,0.709898,0.831025,-1.16556,0.709898,0.0643474,0.047302,0.0745618,0.047302,0.0644238,0.047302
